identifier;source volume(M.m3/year)
Unit #DD000618F;5.331
Module #VG100436U;71.61
Module #VX100046T;8.597
Plant #DM200396E;815.572
Plant #ID200009O;1059.954
Module #UA101132L;63.026
Unit #AV000722C;1.242
Module #SP101218A;65.698
Unit #SK000475P;6.393
Module #IV100955N;73.088
Module #SC100716K;26.322
Module #WI100316Q;43.995
Plant #BV200130N;1032.401
Plant #QY200725K;1054.862
Plant #CJ300038N;985.689
Unit #OL000389A;6.608
Module #WV100838B;66.131
Plant #MJ200620L;444.349
Module #TH100590D;102.446
Plant #LS200258Q;706.306
Facility complex #UH400065O;2503.212
Module #GP100352P;100.1
Module #KZ100836W;84.649
Module #VK100549M;69.026
Plant #HZ200815Z;782.352
Module #CR100528Q;77.495
Plant #DJ200226I;307.487
Module #ON101000C;72.615
Plant #KP300278W;138.062
Plant #RD200164W;706.655
Module #QC100834R;101.764
Unit #XX000024J;1.587
Unit #NG000661U;3.859
Unit #LQ000586J;8.228
Module #IR101211P;64.112
Unit #TJ001353N;2.356
Plant #VU200025F;218.626
Unit #RA001517C;1.78
Unit #TH001563S;1.026
Module #UC100600E;85.337
Plant #XK200117Z;964.945
Plant #FW200109Y;415.456
Unit #AK001484D;5.421
Module #TW100812G;90.867
Module #HH100124I;79.79
Module #YQ100784P;104.737
Unit #TO001585G;5.944
Plant #YR300195B;1868.312
Module #VP100300O;97.154
Plant #KY200657T;1034.909
Plant #UT200782V;909.248
Module #VB100581M;83.022
Unit #QJ000967B;1.038
Module #NR100990E;88.808
Plant #KV300268K;5097.716
Unit #FQ000161Y;2.157
Module #JY100390T;48.093
Plant #VC200484R;387.284
Unit #SE000215Q;1.858
Plant #IT200197U;948.21
Plant #HL200096M;727.826
Unit #AG001521A;5.868
Plant #WX300166A;583.401
Module #UO100478U;108.396
Plant #DZ300039T;10926.49
Plant #QA200652N;863.651
Module #BS100020B;63.806
Module #FY100224W;69.055
Plant #RZ200318R;699.008
Unit #OC000015F;5.172
Module #LG100260T;74.976
Unit #JF001060E;6.122
Plant #MD200356U;181.348
Module #BY100170S;106.31
Plant #HB200822D;507.258
Module #UA100570M;100.263
Module #DS100024H;99.055
Unit #TP001117U;8.884
Module #PZ100718Q;70.783
Module #PN100165F;33.399
Unit #TX001540E;5.243
Unit #XC001470B;6.156
Unit #DH001362X;7.133
Module #UE101223B;91.331
Module #UC100565P;55.328
Plant #ON200336X;869.784
Unit #IS000489U;6.002
Module #ND100031Z;93.062
Plant #ZV200317N;176.132
Unit #MB000481P;2.711
Plant #NJ300322X;7694.901
Module #JD100005C;97.426
Plant #KF200595T;955.113
Unit #BH000645T;5.4
Unit #AM000407C;2.852
Plant #PU300314K;499.977
Plant #NO200630K;940.84
Plant #BE300191X;1310.692
Module #MX100280D;89.21
Module #PQ100908T;83.82
Module #ZR100604W;100.621
Module #YH100090E;81.873
Unit #OB001509N;4.278
Module #XM100238C;64.758
Plant #GU200152C;65.445
Plant #BD200120H;108.607
Module #YD100134C;45.853
Module #HI100395I;92.583
Plant #IF200467U;866.259
Module #UZ100319N;42.63
Unit #DE000926A;5.954
Unit #ML001059M;9.624
Unit #LW000916L;4.921
Unit #VE001463I;5.398
Unit #LM000752Z;7.142
Module #GE101233Y;34.137
Unit #BS001265W;8.175
Module #RV100791D;37.648
Unit #HW000975A;5.172
Module #DA101005B;72.903
Unit #IF000469Z;8.127
Module #DC100437C;69.866
Unit #DJ001465J;9.706
Unit #LT000970Y;3.635
Plant #CD200477G;789.622
Module #VV100623B;92.891
Plant #JU200046R;364.777
Module #EE100535K;68.037
Unit #RC000824C;0.608
Unit #IC001570B;6.04
Plant #ZP300108B;5374.74
Module #BV100275T;80.226
Module #VE100021C;82.213
Module #QG100903N;44.978
Unit #BB000676X;6.499
Plant #PV300316B;1130.079
Module #ML100670I;31.536
Module #RR100674Z;96.003
Module #WD100262Z;49.405
Plant #SB200791X;900.484
Plant #DU200298M;973.734
Unit #TT000331C;2.336
Plant #EQ200605W;894.627
Module #HF100148M;90.742
Unit #DI000806V;6.655
Unit #MC000098N;5.951
Module #MW100010P;37.591
Unit #KT001135P;7.029
Module #BV100047H;55.612
Module #AG100359V;98.558
Module #QL101113N;99.938
Plant #KE200540S;61.783
Unit #HZ000391A;3.342
Module #QL100438I;67.767
Module #UQ101095R;102.001
Module #EK100923Y;83.341
Module #KZ100987M;60.941
Plant #ZP200006O;665.853
Module #HM100633J;89.708
Unit #NY000984W;3.28
Unit #DF000157W;6.666
Unit #AE000136U;1.132
Unit #DU001445T;7.435
Plant #TF300295S;10909.536
Plant #NC200367N;197.19
Plant #BO200784X;896.924
Plant #ZS300021F;520.836
Unit #TJ000889S;3.955
Unit #TM001488U;0.55
Module #YW100374W;97.569
Unit #YA000097N;1.401
Module #OM100372K;83.451
Plant #FO200489W;1065.295
Unit #YC001250S;6.436
Unit #ET000994Q;5.205
Unit #XQ000031W;3.073
Unit #PM001230R;9.219
Module #BB100794S;79.133
Module #ZH100515M;106.818
Plant #EK200013X;968.809
Module #XX101199O;98.858
Plant #KJ200264X;56.918
Module #YV100589H;58.113
Plant #KN200347E;591.48
Module #CG100337Q;38.73
Plant #OJ200480Q;642.384
Module #UH100399V;51.149
Module #WH100067D;89.214
Plant #DZ200456S;737.56
Unit #DA000814B;0.558
Module #ME100461T;92.516
Plant #GU200349W;105.834
Plant #EK300132G;1940.783
Plant #MG300067A;1740.656
Module #VP100906S;73.132
Unit #LI000397X;5.254
Module #NG100872B;59.259
Module #WT100153R;97.803
Plant #JN200045W;270.318
Unit #AV001015J;6.696
Unit #JI001348E;3.244
Module #TT100120K;14.549
Module #AV101190T;92.235
Unit #QM000753S;7.595
Unit #AM000063S;3.369
Module #RU101035I;102.718
Module #ME100755G;100.287
Plant #ZD200695S;57.695
Unit #QS000046K;3.173
Unit #WL000797Y;5.996
Plant #FB200069U;52.065
Plant #AX200273D;513.51
Module #LX101130A;95.452
Module #DP100529L;57.042
Unit #RE000536D;7.016
Unit #DA001609J;0.892
Module #DJ100227H;48.644
Plant #ER200285L;115.296
Plant #XO200239L;898.768
Unit #GV001012C;6.021
Unit #CE001516O;3.831
Plant #DX200753K;680.582
Unit #NS000997P;3.799
Module #XQ100740I;61.135
Plant #BH200422V;16.075
Module #OO101053R;90.37
Module #GV100073L;20.909
Plant #DG300317F;1548.928
Module #QG100724N;70.464
Unit #CV000678V;4.754
Plant #RD300260K;857.613
Plant #IV200232H;702.817
Module #VV100799G;38.394
Unit #VD000917A;6.841
Plant #PJ200742O;192.638
Plant #NX200663Z;139.454
Unit #AZ000170V;4.715
Plant #PV200085Z;567.344
Plant #YO300287V;215.677
Plant #PW300064D;4729.892
Plant #IV200187A;159.269
Unit #IF000179Q;3.07
Plant #EC200385M;994.483
Unit #WF000318A;1.262
Unit #WQ000720D;3.442
Module #BQ100561K;69.852
Plant #LW200768B;173.783
Module #KA100422Q;45.734
Unit #TL001600J;9.482
Plant #VR200246W;240.754
Unit #WN000102W;7.638
Unit #KO000633S;7.066
Plant #BP300279U;3199.789
Unit #OK001105S;0.965
Plant #XT200730N;617.614
Unit #NG000271N;9.098
Unit #CQ001303T;2.475
Plant #TD200236I;1061.984
Module #PW100635K;75.184
Plant #LB300270C;195.404
Plant #YB200075F;178.432
Unit #NU000708Z;3.848
Module #BU100351K;55.4
Unit #CT001038T;2.305
Module #IT100298I;90.429
Module #QN100018O;97.784
Module #FA100580R;97.681
Module #IY100284C;75.169
Unit #ZR000989J;8.176
Plant #OE200142S;159.643
Module #KW100851R;99.911
Module #ZO101057I;105.628
Plant #BV200427Q;264.921
Unit #DL000036O;6.871
Plant #YD300072B;350.071
Unit #TU000175R;7.741
Plant #NA200292D;129.4
Module #AM100126Q;94.904
Module #ZU100857F;86.305
Facility complex #SH400017R;3245.037
Unit #DQ001289A;2.124
Plant #WY200584C;951.94
Plant #XI200522J;1056.834
Unit #AK000453H;6.152
Unit #JM001131A;3.862
Unit #EJ000242F;8.747
Module #OS101004D;34.545
Plant #QG200133S;1042.246
Unit #KP000248S;1.362
Unit #JO001280S;4.027
Module #AJ100325B;80.448
Unit #AK000679F;2.743
Unit #MZ000276Q;5.692
Unit #RQ000621U;1.934
Module #BM100922R;96.319
Module #AE101127Z;11.371
Module #EA100236T;50.981
Module #OX100072J;100.13
Unit #XD000682K;2.081
Plant #VE200670Q;567.115
Module #UH100738Y;49.881
Plant #EO200611M;88.534
Unit #XP000805F;1.877
Unit #MW000840E;2.639
Plant #IX200302I;1011.97
Plant #II300161C;2212.725
Plant #WL200499J;89.418
Unit #DP000332Z;0.547
Module #JJ100427M;57.48
Module #NA100751I;84.56
Module #YI100189I;91.907
Plant #OK300228K;132.736
Plant #YZ200560U;814.16
Facility complex #WI400005Y;2234.67
Unit #SF000865F;4.864
Module #GB100237B;59.616
Module #PQ100993B;72.527
Module #IR100456R;84.4
Module #RC100691X;87.649
Unit #EM001621Q;7.152
Plant #OC200251W;1016.938
Module #JL100448V;72.977
Unit #SM001469M;0.618
Plant #LZ200810A;820.105
Unit #WD000384Y;5.207
Module #GB100364N;50.235
Plant #EF200520O;705.093
Unit #XK001252J;9.154
Module #EO100378B;77.43
Plant #HC300034S;3405.485
Module #MV101044X;100.043
Module #NM100976B;80.642
Unit #SH000030R;7.51
Unit #TI000231E;5.168
Module #QK100847D;70.058
Plant #KU200699P;62.426
Module #QF100482W;57.033
Unit #KI000353E;3.785
Plant #KZ200505E;189.716
Unit #PV000292Y;2.735
Module #IG100907M;74.294
Plant #RP200042H;920.971
Unit #QW000058Q;10.214
Module #XA100986M;69.328
Plant #QC200404C;999.435
Module #HM100999B;79.672
Unit #VR000755A;7.285
Module #KP100343N;68.457
Unit #ZH000466Z;1.707
Unit #BT000228C;4.365
Plant #UO200434B;665.685
Plant #EW300198X;753.69
Plant #UW200044L;298.826
Unit #BQ001359E;5.873
Module #KF101001S;77.317
Unit #SQ001237V;1.148
Unit #NL000424P;5.475
Unit #BN001067J;2.417
Unit #LP000253L;6.577
Plant #NU200154O;832.451
Unit #HV001094Z;2.411
Module #PN101145J;71.437
Unit #YD000232B;1.375
Unit #ZQ001620X;5.268
Unit #KB000979Q;5.725
Module #DI100931I;98.586
Unit #IU000107K;6.295
Plant #CC200124C;395.766
Unit #JJ001640T;4.733
Unit #BJ000590I;1.963
Unit #RK000306S;7.234
Module #YC100315Y;36.695
Module #US101096R;13.355
Module #HP100188E;29.591
Module #WB101152I;98.691
Module #NV100481G;91.731
Plant #JS200653O;158.061
Module #AZ100637J;47.327
Plant #VJ200402U;642.684
Unit #WQ000798G;8.514
Module #BS100472U;96.956
Module #GJ100146R;77.268
Unit #HI000471Y;5.091
Unit #SL000371M;6.317
Plant #LI300250S;654.578
Unit #PI000821N;6.333
Module #PE100643D;76.578
Module #XZ100631L;62.032
Module #CT100040E;23.125
Unit #TV000317O;8.228
Plant #PU200361Q;353.129
Module #MY100416T;98.598
Module #XG100444P;63.893
Module #OW100717K;47.062
Module #HM100963P;99.254
Module #CT100433A;69.718
Unit #OD001014M;2.237
Plant #QP200114X;1004.246
Unit #LM000216X;3.517
Unit #SH000377F;7.078
Unit #EN000613W;10.007
Unit #GX001063L;6.042
Unit #OL001406H;3.976
Module #TM100094M;100.159
Unit #RG001393U;1.677
Module #ZV100607S;50.82
Plant #OY200021W;1098.7
Module #SB100909M;92.691
Unit #PN000622Y;2.175
Module #MN100182K;84.299
Module #HU100185N;106.492
Unit #SZ000456H;7.455
Plant #DU200728U;271.138
Unit #BG000759F;7.122
Module #ES100628U;39.419
Unit #IW001224R;3.229
Plant #XI200177D;914.413
Unit #LQ000245H;9.056
Plant #KL200267A;201.163
Unit #NV000139F;9.984
Module #KU100484Z;79.872
Plant #XI200086K;725.374
Module #UM100056R;92.143
Module #CX100474X;57.844
Module #RH101022L;35.058
Unit #EA000423M;6.821
Unit #AI000061H;2.204
Unit #TJ000483R;3.555
Plant #WY200253K;617.641
Plant #WS200729B;1087.979
Module #BE100077V;63.706
Unit #ZC000903L;6.842
Unit #FB000999E;0.934
Unit #BX001376W;1.396
Module #MB100901W;88.222
Plant #KE200010N;261.686
Unit #LX000781G;3.58
Unit #WX000048G;5.183
Module #LR101118I;35.101
Plant #KG200692I;354.518
Plant #DH200688B;69.628
Module #BK100852E;87.271
Module #LR100062V;70.772
Plant #CC300265Z;5267.03
Unit #HK000470L;6.428
Plant #KC200283C;444.138
Unit #QG000625O;8.811
Module #OX100846N;98.239
Plant #DH200720Z;556.426
Unit #OS000617E;3.023
Module #CL100914C;84.7
Module #UK100965F;102.955
Unit #ZF000718W;3.554
Unit #EZ000803M;2.909
Unit #XP001349L;5.35
Module #SR100312P;104.976
Module #HX100303M;78.355
Unit #CD000971C;5.444
Plant #AT200591T;632.122
Plant #QQ200634W;942.034
Unit #OF001123N;4.692
Module #GU101046E;103.845
Plant #MF200740D;62.031
Module #KY100054F;70.63
Plant #UC200581S;249.849
Module #IH100574L;64.06
Unit #QD000595H;1.449
Unit #SC001436I;3.49
Plant #XL200167B;652.459
Unit #TG001071Z;7.08
Unit #SV000680D;9.425
Module #EV100449W;63.043
Unit #RT000137R;5.491
Plant #CJ200276N;595.821
Unit #BA001375M;3.329
Unit #MZ000444Q;7.852
Unit #HT000497L;6.652
Module #CH101150Q;91.202
Unit #SQ001460F;5.25
Unit #GP000230Z;5.533
Unit #CJ000320J;5.115
Unit #BP000499F;2.972
Plant #PC200535X;998.114
Unit #VX001461L;7.61
Module #UT100092B;94.475
Module #CL101151D;54.03
Module #SO100363N;18.963
Plant #DV200190C;129.896
Module #KG100545W;43.217
Module #TA100274Q;31.444
Plant #MY200790E;37.263
Module #VK100180U;48.794
Plant #HE200256N;46.761
Unit #VK000811L;1.889
Unit #LD000355K;2.597
Module #OC100494N;70.834
Unit #UT000535A;2.444
Module #OV100487G;95.77
Plant #CX200378A;884.006
Unit #OC000909X;8.757
Unit #HD001500E;3.828
Module #TO100760X;74.679
Unit #FH000374D;0.482
Module #RL100122F;100.647
Module #SA100882P;50.74
Module #PT100883U;90.805
Module #FA100200Q;45.681
Unit #TZ000345E;1.543
Unit #OW000866O;1.519
Unit #WZ000064T;8.905
Unit #JN000056A;1.487
Unit #VQ000434B;1.415
Module #UI100605E;73.061
Unit #LG000060W;4.541
Module #VT100620R;49.628
Module #RH101058K;90.809
Unit #IU001544O;10.045
Unit #ZM001202O;7.869
Module #WX100290Q;76.484
Unit #NT000018Y;1.773
Unit #LE001332D;1.724
Unit #YH001498D;7.812
Unit #MU000784U;5.478
Module #RZ100467Z;28.071
Module #US100123X;37.32
Unit #ZX000822V;6.077
Unit #CC000933T;6.675
Unit #QH000128Y;2.873
Unit #ZT000163N;1.665
Module #QD100346P;82.835
Module #AN100338Z;83.791
Module #BD100426S;82.635
Unit #RH000528H;1.17
Facility complex #FZ400001H;5492.278
Module #UN100055N;100.461
Plant #CI300312H;364.041
Plant #LN200353U;503.682
Unit #DC001031G;3.703
Plant #ES200473S;133.576
Plant #JX200770Q;234.103
Module #FL100139A;103.116
Unit #QF001432U;2.204
Unit #AR001008Q;4.016
Module #PY100795W;95.971
Unit #OT001520Q;3.394
Unit #AC000427N;2.499
Module #DU100672L;19.033
Module #OD100863E;20.77
Module #UZ100741O;89.349
Unit #IH000362W;0.54
Module #KU100688J;104.719
Unit #TK000289F;2.223
Module #VF101032L;92.691
Plant #EZ300083X;1162.411
Module #OH100002X;91.149
Plant #OO200379E;31.582
Unit #VM001474G;4.408
Unit #ZR001568N;3.541
Unit #BY000985P;5.576
Plant #TD200377Y;305.38
Module #YR100039T;67.026
Unit #BG001453W;6.501
Module #HC100657U;75.782
Module #VC100025C;37.253
Unit #RH001272M;2.568
Unit #LY000713V;5.081
Module #BW100820L;45.677
Plant #YN300063G;291.184
Plant #MH300226M;3765.859
Plant #WS300003E;802.846
Module #SV100810B;57.662
Unit #UU001317D;1.189
Unit #EX000927B;5.459
Module #CN100816Q;74.172
Unit #PD000398J;6.6
Module #VU100167Y;68.574
Unit #MZ001118W;5.955
Plant #MK200162N;737.497
Unit #JF001419H;0.769
Unit #AA001467P;5.688
Plant #LO300299L;1047.809
Plant #UR300247M;231.135
Unit #PL001408L;6.497
Unit #CY000827M;1.672
Unit #VW001483D;6.041
Unit #LA001149S;6.175
Module #SP100314P;69.607
Module #LV100606Y;94.643
Unit #CP000140H;5.782
Module #WQ100753B;35.529
Module #TO101111W;68.757
Plant #SX300079L;433.373
Unit #EX000443G;7.835
Unit #XN000505V;5.573
Plant #XT200311G;573.332
Unit #LO000322A;6.639
Module #JM100306C;70.829
Unit #KU001601S;0.727
Unit #CR001312E;6.133
Module #ZE100398A;85.964
Unit #GH000380K;6.54
Module #BR100501M;71.228
Module #GA100918J;52.84
Unit #NJ000284H;5.626
Module #VR100511Q;23.984
Module #FX100389U;43.587
Unit #AQ000861E;6.168
Unit #VU000226V;2.563
Module #MB100129J;38.887
Plant #DR200783R;115.646
Unit #ME000663O;3.252
Plant #JS200675E;666.211
Module #OM100593C;83.385
Module #JJ100533Q;93.274
Module #RH100887I;92.673
Unit #OK000868G;7.136
Unit #PH001387F;4.391
Plant #CA300150E;221.267
Module #IT100804M;91.595
Module #DL100247F;83.921
Module #SN101207O;60.146
Module #BK100340T;94.897
Unit #GI001077O;5.577
Unit #DP001451I;0.837
Unit #RB000265C;1.577
Unit #CU000648Y;6.732
Unit #MU001136I;3.347
Unit #OQ000342K;2.245
Unit #EB001010H;2.567
Plant #OT200498I;690.123
Unit #FW000089N;3.014
Module #CJ101179W;30.721
Unit #BW000761D;1.678
Plant #BA200090O;712.676
Unit #RB000915T;7.686
Module #KB100106Q;97.201
Module #QH100723F;84.443
Unit #GG000433U;4.136
Unit #JD000146U;1.136
Unit #AZ000334B;9.17
Module #BP100671Z;103.456
Unit #QF001638F;6.111
Module #OX100772L;46.188
Unit #JB000924Z;6.182
Module #PM101043W;87.356
Plant #SE200696B;152.108
Unit #IQ001145U;4.027
Module #TB101018U;97.236
Unit #FB000533O;1.461
Plant #BI200664L;539.644
Module #MF100034R;32.767
Module #ZX100904H;102.018
Unit #HX000977R;1.319
Unit #NX001140H;6.492
Unit #UX001195B;1.622
Unit #QR001478K;3.87
Unit #ZO001315X;5.449
Unit #RL001644V;2.569
Plant #UD200763P;645.142
Module #PK100292Y;86.56
Plant #WU200295R;1055.356
Unit #HI001121I;5.278
Unit #VL001247R;4.518
Unit #BP000677J;3.02
Module #AD100391S;83.781
Module #BY101147K;108.582
Unit #WF000819P;5.162
Unit #NC001347R;6.074
Module #FO100216Z;45.063
Module #XM100563F;84.069
Module #LN100700U;82.63
Unit #XC000053L;5.094
Unit #SV000213P;4.328
Unit #LH001412O;1.654
Plant #WB200690N;283.273
Module #VM100402A;98.009
Unit #AG000202Y;2.208
Unit #SK000324N;2.794
Module #TZ101115Y;98.277
Plant #AX200147J;560.559
Module #VE100953Q;97.75
Module #NT100770K;79.864
Module #ZQ100480V;88.057
Unit #XP000365S;1.673
Module #PT100217Z;102.883
Unit #FH001533J;9.039
Module #EF100861Q;93.018
Module #CS101075L;67.71
Module #BW100451I;69.394
Module #MC100159I;35.552
Unit #NK001171L;7.013
Unit #YZ000339J;2.573
Plant #AD200604P;852.102
Unit #NU001334X;6.437
Unit #YH000870X;1.167
Unit #XO000198D;3.505
Module #UE100840S;70.337
Plant #GA200101V;1017.083
Unit #YL000795N;8.569
Unit #HS000416X;6.331
Module #CR100690R;62.161
Unit #EU001264H;6.081
Module #PM100019P;57.786
Plant #KQ200694B;353.752
Unit #BG000950M;4.392
Module #MW101142J;98.558
Unit #PI001593S;0.883
Module #ND100673F;60.74
Module #VR100612H;92.906
Module #DU101137T;82.708
Module #LB100924P;89.691
Module #KD100353M;22.217
Module #BQ101025D;38.028
Unit #CE000121J;1.833
Unit #OF001092P;3.307
Unit #OI000611L;7.157
Unit #XN000596X;6.125
Facility complex #QI400071S;3485.007
Unit #QN001232L;3.596
Unit #VW001074B;5.741
Module #PL100742U;37.433
Unit #RM001345Z;0.667
Unit #YK000370C;5.031
Unit #KE000758X;2.815
Module #QV100832M;31.108
Unit #LV000437A;0.905
Plant #ZY300301I;1317.69
Module #FW101171Z;103.599
Module #XM101006M;34.17
Module #WX100173C;81.646
Unit #AN000229F;7.571
Unit #BM000730U;3.439
Unit #MR001603N;1.934
Unit #VC000184J;0.912
Plant #SN200647T;77.498
Plant #WQ300248Y;800.662
Unit #AE000301Q;10.268
Module #FZ100603S;91.157
Module #NR100446D;48.257
Plant #LB200455Q;898.502
Unit #AC000855L;7.111
Module #XL100713V;95.405
Unit #NQ000195O;7.296
Module #IR100630L;86.728
Plant #RQ200000Q;114.57
Unit #CK000610H;6.231
Unit #JQ000079R;2.182
Unit #GJ001258E;2.465
Module #SK100793T;42.264
Module #CJ100143H;86.431
Unit #YC000794K;3.295
Plant #AO200123D;931.996
Plant #PO200474S;37.657
Module #UE100141W;100.009
Unit #HF001221T;1.85
Module #VS100892I;88.595
Unit #PW001235D;4.984
Unit #SO000459U;5.31
Plant #FX300045S;214.544
Module #RM100431U;79.137
Module #YX101055S;19.42
Unit #KT001184W;7.975
Unit #KV000068L;2.135
Unit #FT001565D;5.18
Unit #ZL001209T;5.265
Module #CK101007C;37.233
Unit #ES000188J;0.612
Module #RB100258M;13.17
Unit #XR001504C;4.631
Plant #XY200428R;77.383
Unit #CA001128T;8.548
Module #WD100048A;78.184
Plant #ZI200304L;15.702
Module #DB100650C;25.467
Module #MQ100166O;39.204
Unit #TK001254G;3.588
Module #OC100151J;96.152
Unit #VV000120Q;5.61
Plant #KM200259U;991.232
Unit #SE000413G;0.686
Module #HM101031U;80.252
Module #FZ100552O;8.511
Unit #NX000445R;0.904
Plant #QT200431G;977.628
Plant #MN200485Z;880.839
Plant #BA200244Y;54.752
Unit #GB000133S;6.795
Unit #ZV000732F;5.091
Plant #YH200817X;994.968
Module #ZK100925A;92.532
Module #EY100839T;84.218
Unit #IE001138X;6.286
Unit #GA000007P;3.765
Unit #NN000546N;0.52
Module #NK100371Y;106.336
Module #BJ100272Z;42.372
Unit #JP001256K;6.213
Unit #CY000607D;5.634
Module #SK101076I;108.665
Unit #CO000959U;0.517
Plant #BB200240Q;171.105
Unit #UA000710N;7.701
Module #AL100468P;74.475
Plant #QI300005T;150.507
Unit #OC000187O;5.954
Unit #QC001377T;3.021
Unit #MV000182D;0.845
Plant #BM200106X;39.554
Unit #FS001511O;4.132
Unit #PP000002A;2.655
Plant #AF200537W;916.34
Plant #KO200107D;990.316
Plant #WO200797L;21.391
Module #UD100734P;89.055
Unit #YH001048D;3.46
Module #EC101088T;60.263
Facility complex #EK400047B;3645.82
Plant #IY200758F;665.352
Unit #OD001234N;2.327
Plant #HJ300135B;928.347
Plant #EK300180P;205.648
Unit #XK000716L;4.383
Module #CZ101037A;94.91
Plant #DM200027Y;910.228
Unit #HK001203P;2.239
Unit #CO000143N;3.514
Module #JU101229S;64.35
Unit #HQ000383P;1.534
Module #ML100926U;13.069
Unit #TC000657Q;5.913
Unit #DP000851W;5.555
Module #YY100410G;46.966
Unit #ZL000958N;6.377
Unit #OF000316L;8.726
Unit #LV000092C;2.104
Unit #AU000067H;6.316
Unit #IH001196Y;5.151
Unit #LI001354Q;5.175
Unit #GJ000694H;3.904
Unit #GO001402G;6.242
Module #AG100335Q;91.346
Unit #GX001201U;1.022
Plant #UW200352G;925.002
Plant #HQ200715O;596.748
Module #JR100934S;77.679
Unit #JI000151T;4.945
Module #QP100972K;87.165
Unit #OK000186M;6.881
Module #XW100383Y;89.115
Unit #MT001581E;7.141
Unit #MR001299V;9.368
Unit #DF000987Q;4.117
Unit #AA001336W;3.737
Unit #IL001493P;5.581
Module #SP101034W;94.119
Module #WP101212M;100.236
Unit #MQ001056X;1.456
Module #RN101041V;85.741
Module #EP100647Y;74.597
Plant #QA200293Q;1011.93
Plant #JB200110J;196.456
Module #CQ100944R;93.948
Unit #RH000863Z;7.047
Unit #MF001013R;3.766
Plant #BD200091B;391.423
Unit #JV000094A;1.432
Plant #IN200739G;946.084
Unit #OV000741D;1.731
Unit #VM000665X;1.832
Unit #QR000376S;2.214
Plant #OJ300027O;58.434
Unit #FI000649B;6.725
Plant #CG200070R;89.085
Module #ML100361K;83.87
Unit #IP000190E;10.326
Module #HI100915Z;14.457
Module #DA100205H;91.25
Module #DW100273V;38.21
Module #CG100964S;34.243
Unit #JH000225W;9.497
Unit #NH001512W;5.766
Unit #RX000541Q;5.139
Unit #ZE001424V;6.56
Unit #LR000882G;6.12
Unit #ZM001207E;7.225
Unit #PA000043U;6.301
Module #GG100415R;83.329
Unit #BK001028N;5.452
Unit #CV000560L;7.121
Module #UF100855T;79.969
Module #NF100420K;37.348
Unit #PR001243D;2.715
Module #SV100367R;33.027
Module #MZ100889F;50.543
Plant #YM200767Z;153.539
Plant #GO200589O;733.411
Module #PB100817J;92.124
Module #ZZ100534G;84.425
Unit #QM000964R;1.726
Unit #KB000091H;3.167
Module #GI100116D;20.454
Unit #AT000357M;1.94
Unit #HQ001086B;5.898
Plant #NA200662H;543.865
Module #CU100936K;61.46
Unit #ZY000149H;1.848
Unit #NF000227N;3.078
Module #AP100870I;91.507
Module #ED100558I;98.673
Plant #IB200544E;22.555
Module #UM100787V;56.438
Unit #VQ000826H;4.681
Unit #UY000558B;4.967
Module #PC100831O;97.629
Module #ST100564L;67.699
Unit #AK001531U;4.586
Unit #BH000856X;1.949
Unit #XB001120O;8.171
Plant #SW200762G;174.029
Unit #LM000899E;1.773
Module #JH100888C;25.289
Module #QS100202K;10.395
Module #LE100109J;97.726
Plant #NR200055R;45.054
Plant #VM300026G;79.463
Unit #FW000717L;5.872
Module #RW100819U;78.749
Plant #DR200510E;965.351
Unit #RB001182E;7.248
Module #DU100902O;82.299
Module #RG100640T;44.455
Module #JI100225T;83.645
Plant #FJ200710W;192.396
Module #UW100089E;78.723
Unit #XV001151O;1.092
Unit #OW000160L;1.978
Module #KL101122F;94.19
Plant #SN200576A;734.941
Module #VA100966J;81.704
Unit #FQ000892R;2.447
Unit #PR001091B;2.754
Module #DH100160X;53.456
Unit #RP001523F;3.499
Unit #VM001426T;5.099
Unit #OC001011T;3.424
Module #VZ101011J;22.213
Module #YA101139E;99.186
Unit #KO001405L;6.467
Plant #QZ200034B;104.898
Module #PC100136O;43.219
Module #LY100849M;34.094
Plant #HF200718I;703.962
Module #CA100974Z;17.112
Unit #LS001211Z;7.112
Module #VG100829X;34.005
Plant #LX200682S;899.976
Unit #BE001159T;3.904
Module #ZU100060P;63.643
Unit #MW000742W;3.593
Module #RG100348O;86.481
Unit #SU000739M;4.104
Unit #MU001134H;0.959
Unit #EZ001304Z;4.513
Plant #GY200655D;255.663
Unit #PQ000549E;2.184
Module #HF100617N;98.87
Module #QL100945M;69.118
Unit #PD000335S;3.751
Unit #AP000735W;9.31
Module #UP101068U;55.776
Unit #WO001141W;1.423
Unit #JH001032F;1.67
Unit #VB001566M;0.623
Unit #FH000578N;1.789
Unit #SR001079B;2.012
Plant #ZF200132R;216.528
Unit #HI000707O;6.353
Plant #CA200171A;143.027
Module #SZ100504G;32.654
Unit #VC000538N;1.657
Unit #TA001273A;4.575
Plant #AR200030I;22.44
Unit #EK001220F;3.009
Module #JF100370U;64.256
Plant #XH200486W;33.83
Module #TK100198S;55.689
Module #CB100578D;74.565
Facility complex #PQ400073M;4232.959
Unit #GR001097Q;5.196
Unit #RH000282E;4.579
Unit #NS001261R;6.248
Unit #FL001407N;6.239
Unit #EV000278R;5.054
Module #LM100098J;54.0
Unit #JE000932S;3.576
Unit #DL000736E;2.167
Unit #HY000392F;7.533
Unit #FF000260K;5.439
Plant #DM300047E;1322.041
Unit #LL000299N;2.533
Unit #LY001391F;2.715
